,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
78,Carles Aleñá,ESP,"MF,FW",Getafe,es  La Liga,27-065,1998.0,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
79,Carles Aleñá,ESP,"MF,FW",Alavés,es  La Liga,27-065,1998.0,4.0,1,0,0,6,10,0,20,0,4,0,0,0,13,4,3,57.1
80,Trent Alexander-Arnold,ENG,DF,Liverpool,eng  Premier League,26-155,1998.0,23.8,4,0,0,9,7,1,140,30,47,0,0,0,120,3,12,20.0
81,Alfon,ESP,"FW,MF",Celta Vigo,es  La Liga,25-311,1999.0,7.6,0,1,0,12,18,4,20,3,2,1,0,0,22,1,8,11.1
82,Mohamed Ali Cho,FRA,"FW,MF",Nice,fr  Ligue 1,21-051,2004.0,15.8,2,0,0,12,34,9,42,3,7,0,0,0,60,9,22,29.0
83,Faride Alidou,GER,"FW,MF",Hellas Verona,it  Serie A,23-236,2001.0,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0
84,Alisson,BRA,GK,Liverpool,eng  Premier League,32-160,1992.0,20.9,0,0,0,0,1,0,0,0,0,0,0,0,36,5,0,100.0
85,Tadeo Allende,ARG,FW,Celta Vigo,es  La Liga,26-019,1999.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
86,Jim Allevinah,GAB,FW,Angers,fr  Ligue 1,30-012,1995.0,14.8,3,0,0,13,22,7,23,9,9,1,0,0,59,9,17,34.6
87,Thiago Almada,ARG,"MF,FW",Lyon,fr  Ligue 1,23-319,2001.0,3.1,1,0,0,2,2,0,11,1,1,0,0,0,19,0,0,
88,Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,es  La Liga,24-285,2000.0,14.7,1,0,0,20,16,2,40,6,22,0,0,0,59,3,13,18.8
89,Iker Almena,ESP,"FW,DF",Girona,es  La Liga,20-311,2004.0,0.5,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,
90,Miguel Almirón,PAR,FW,Newcastle Utd,eng  Premier League,31-029,1994.0,1.7,0,0,0,1,3,2,0,0,2,0,0,0,4,0,2,0.0
91,Pontus Almqvist,SWE,"FW,MF",Parma,it  Serie A,25-244,1999.0,10.3,4,0,0,11,13,1,10,16,10,1,0,0,37,8,15,34.8
92,Marcos Alonso,ESP,DF,Celta Vigo,es  La Liga,34-073,1990.0,20.0,8,1,1,18,17,2,30,26,17,0,0,0,112,56,32,63.6
93,Giorgio Altare,ITA,DF,Venezia,it  Serie A,26-214,1998.0,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8
94,Adrià Altimira,ESP,"DF,FW",Leganés,es  La Liga,23-348,2001.0,12.0,3,0,0,21,17,2,10,12,15,0,1,0,52,9,14,39.1
95,Sergi Altimira,ESP,MF,Betis,es  La Liga,23-198,2001.0,16.8,3,0,0,27,30,0,4,16,29,1,0,0,92,7,15,31.8
96,Edson Álvarez,MEX,MF,West Ham,eng  Premier League,27-138,1997.0,17.1,8,1,1,35,17,4,6,16,21,0,0,0,74,26,20,56.5
97,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,es  La Liga,21-252,2003.0,15.4,5,0,0,22,14,2,28,7,9,0,1,0,70,5,5,50.0
98,Julián Álvarez,ARG,"FW,MF",Atlético Madrid,es  La Liga,25-039,2000.0,19.5,4,0,0,22,3,7,32,0,13,0,0,0,54,11,26,29.7
99,Yeray Álvarez,ESP,DF,Athletic Club,es  La Liga,30-046,1995.0,14.8,4,0,0,11,14,0,3,28,12,0,0,0,60,32,26,55.2
100,Skelly Alvero,FRA,MF,Werder Bremen,de  Bundesliga,22-311,2002.0,2.6,1,0,0,7,5,0,0,2,6,0,0,0,13,5,3,62.5
101,Will Alves,ENG,FW,Leicester City,eng  Premier League,20-036,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
102,Selim Amallah,MAR,MF,Valladolid,es  La Liga,28-116,1996.0,11.6,5,0,0,26,20,0,29,7,14,0,0,0,49,4,10,28.6
103,Amath,SEN,"FW,DF",Valladolid,es  La Liga,28-238,1996.0,3.5,1,0,0,3,5,2,4,2,0,0,0,0,11,1,4,20.0
104,Jordan Amavi,FRA,DF,Brest,fr  Ligue 1,31-002,1994.0,8.8,2,0,0,15,6,0,15,7,17,0,2,0,35,15,6,71.4
105,Aurele Amenda,SUI,DF,Eint Frankfurt,de  Bundesliga,21-223,2003.0,0.8,1,0,0,3,1,0,0,1,0,0,0,0,1,4,1,80.0
106,Kelvin Amian,FRA,DF,Nantes,fr  Ligue 1,27-031,1998.0,17.4,4,0,0,21,8,0,28,8,23,0,0,0,43,13,9,59.1
107,Michael Amir Murillo,PAN,DF,Marseille,fr  Ligue 1,29-028,1996.0,20.1,1,0,0,22,18,1,24,12,23,0,1,0,93,36,11,76.6
108,Nadiem Amiri,GER,MF,Mainz 05,de  Bundesliga,28-135,1996.0,19.5,6,2,1,32,40,2,114,14,15,0,0,0,149,14,14,50.0
109,Samuel Amo-Ameyaw,ENG,"FW,DF",Southampton,eng  Premier League,18-236,2006.0,0.3,1,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0.0
110,Mathis Amougou,FRA,MF,Chelsea,eng  Premier League,19-052,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
111,Mathis Amougou,FRA,MF,Saint-Étienne,fr  Ligue 1,19-052,2006.0,9.5,2,0,0,6,8,0,1,12,15,0,0,0,37,3,12,20.0
112,Mohamed Amoura,ALG,FW,Wolfsburg,de  Bundesliga,24-306,2000.0,21.0,4,0,0,23,18,19,26,9,15,1,0,0,79,16,37,30.2
113,Sofyan Amrabat,MAR,MF,Fiorentina,it  Serie A,28-202,1996.0,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0
114,Joachim Andersen,DEN,DF,Crystal Palace,eng  Premier League,28-284,1996.0,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0
115,Joachim Andersen,DEN,DF,Fulham,eng  Premier League,28-284,1996.0,18.7,4,1,0,14,11,0,4,25,15,0,0,1,80,43,25,63.2
116,Elliot Anderson,ENG,MF,Nott'ham Forest,eng  Premier League,22-125,2002.0,21.0,6,0,0,31,43,4,64,21,44,0,0,0,141,31,17,64.6
117,André,BRA,MF,Wolves,eng  Premier League,23-238,2001.0,18.4,4,0,0,22,26,0,0,22,39,0,1,0,122,2,6,25.0
118,Benjamin André,FRA,MF,Lille,fr  Ligue 1,34-220,1990.0,21.9,10,0,0,34,36,3,11,36,30,1,0,0,141,75,64,54.0
119,Marcos André,BRA,FW,Valladolid,es  La Liga,28-142,1996.0,12.8,5,0,0,12,28,5,1,3,6,0,0,0,42,46,42,52.3
120,Robert Andrich,GER,MF,Leverkusen,de  Bundesliga,30-170,1994.0,13.8,6,0,0,25,13,0,7,21,10,0,1,0,58,16,10,61.5
121,Angeliño,ESP,DF,Roma,it  Serie A,28-066,1997.0,25.3,1,0,0,24,23,4,78,23,16,1,0,0,78,27,24,52.9
122,Lorenzo Anghelè,ITA,FW,Juventus,it  Serie A,20-013,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
123,Faustino Anjorin,ENG,MF,Empoli,it  Serie A,23-108,2001.0,10.9,2,0,0,20,16,0,13,11,12,0,1,0,58,9,10,47.4
124,Waldemar Anton,GER,DF,Dortmund,de  Bundesliga,28-234,1996.0,12.7,3,0,0,15,15,0,10,12,16,0,0,1,70,33,17,66.0
125,Leandro Antonetti,PUR,FW,Sevilla,es  La Liga,22-057,2003.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
126,Michail Antonio,JAM,FW,West Ham,eng  Premier League,34-348,1990.0,9.3,1,0,0,12,7,4,25,0,2,0,0,0,22,17,22,43.6
127,Antoniu,ESP,"MF,FW",Espanyol,es  La Liga,22-187,2002.0,5.4,3,0,0,11,10,4,13,3,4,0,0,0,16,5,10,33.3
128,Antony,BRA,"DF,MF",Manchester Utd,eng  Premier League,25-015,2000.0,1.6,0,0,0,2,5,0,5,2,3,0,0,0,11,0,1,0.0
129,Antony,BRA,FW,Betis,es  La Liga,25-015,2000.0,5.6,1,1,0,4,8,0,9,5,6,1,0,0,30,2,6,25.0
130,Anuar,MAR,"FW,MF",Valladolid,es  La Liga,30-055,1995.0,13.5,5,0,0,20,32,9,13,12,16,1,0,0,47,17,21,44.7
131,Dennis Appiah,FRA,DF,Saint-Étienne,fr  Ligue 1,32-275,1992.0,17.6,1,0,0,26,8,2,38,18,34,0,2,0,69,18,20,47.4
132,Aritz Arambarri,ESP,DF,Leganés,es  La Liga,27-039,1998.0,2.0,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9
133,Mauro Arambarri,URU,MF,Getafe,es  La Liga,29-162,1995.0,20.1,8,0,0,28,32,3,13,9,14,0,0,0,85,42,41,50.6
134,Jon Aramburu,VEN,DF,Real Sociedad,es  La Liga,22-231,2002.0,20.3,7,0,0,36,27,3,35,26,57,0,1,0,97,32,24,57.1
135,Julian Araujo,MEX,DF,Bournemouth,eng  Premier League,23-210,2001.0,3.9,1,0,0,4,1,0,4,4,3,0,0,0,24,2,6,25.0
136,Ronald Araújo,URU,DF,Barcelona,es  La Liga,26-004,1999.0,2.6,1,0,0,3,2,0,0,2,3,0,0,0,5,13,8,61.9
137,Cameron Archer,ENG,FW,Southampton,eng  Premier League,23-233,2001.0,12.9,0,0,0,12,10,7,3,2,6,0,0,0,28,8,24,25.0
138,Carlens Arcus,HAI,DF,Angers,fr  Ligue 1,28-256,1996.0,17.1,2,0,0,26,12,1,43,24,23,0,0,0,61,26,16,61.9
139,Alphonse Areola,FRA,GK,West Ham,eng  Premier League,32-012,1993.0,16.1,0,0,0,0,0,0,0,0,2,0,0,1,20,2,0,100.0
140,Adu Ares,ESP,FW,Athletic Club,es  La Liga,23-150,2001.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
141,Jesús Areso,ESP,DF,Osasuna,es  La Liga,25-252,1999.0,22.6,5,0,0,23,10,6,116,7,25,0,0,0,82,14,10,58.3
142,David Argüelles,ESP,MF,Getafe,es  La Liga,23-069,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
143,Joe Aribo,NGA,"MF,DF",Southampton,eng  Premier League,28-233,1996.0,19.3,1,0,0,18,24,1,9,18,28,0,1,0,105,22,19,53.7
144,Adam Armstrong,ENG,"FW,MF",Southampton,eng  Premier League,28-029,1997.0,13.9,4,0,0,12,5,9,14,3,3,0,0,0,23,5,9,35.7
145,Harrison Armstrong,ENG,MF,Everton,eng  Premier League,18-051,2007.0,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0
146,José Arnaiz,ESP,"FW,MF",Osasuna,es  La Liga,29-330,1995.0,0.6,0,0,0,0,5,0,10,1,3,0,0,0,9,1,1,50.0
147,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,fr  Ligue 1,21-335,2003.0,12.6,2,0,0,12,18,1,31,6,9,1,0,0,48,2,9,18.2
148,Marko Arnautović,AUT,FW,Inter,it  Serie A,35-326,1989.0,2.7,1,0,0,4,2,4,3,1,5,0,0,0,6,6,1,85.7
149,Maximilian Arnold,GER,MF,Wolfsburg,de  Bundesliga,30-288,1994.0,19.9,7,0,0,20,42,0,109,13,15,0,0,0,115,10,16,38.5
150,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,de  Bundesliga,25-064,2000.0,7.1,5,1,1,16,16,2,20,2,9,0,0,0,15,2,10,16.7
151,Sergio Arribas,ESP,DF,Betis,es  La Liga,22-029,2003.0,1.0,0,0,0,0,0,0,0,3,4,0,0,0,3,1,0,100.0
152,Kepa Arrizabalaga,ESP,GK,Bournemouth,eng  Premier League,30-159,1994.0,21.0,3,0,0,2,4,0,0,0,0,0,2,0,37,4,1,80.0
153,Arthur,BRA,"DF,FW",Leverkusen,de  Bundesliga,21-359,2003.0,5.5,0,0,0,12,5,0,12,8,10,0,0,0,20,8,7,53.3
154,Takuma Asano,JPN,"FW,MF",Mallorca,es  La Liga,30-121,1994.0,8.3,0,0,0,3,11,4,16,5,6,0,0,0,31,5,20,20.0
155,Raúl Asencio,ESP,DF,Real Madrid,es  La Liga,22-026,2003.0,10.5,0,0,0,6,12,1,0,6,8,0,0,0,46,17,9,65.4
156,Marco Asensio,ESP,"MF,FW",Aston Villa,eng  Premier League,29-049,1996.0,2.3,0,0,0,5,1,2,8,1,1,0,0,0,9,0,0,
157,Marco Asensio,ESP,"FW,MF",Paris S-G,fr  Ligue 1,29-049,1996.0,6.9,0,0,0,1,4,3,13,0,3,0,0,0,18,1,2,33.3
158,Kristjan Asllani,ALB,MF,Inter,it  Serie A,23-002,2002.0,6.7,3,0,0,8,12,0,28,5,1,0,0,0,35,3,3,50.0
159,Iago Aspas,ESP,"FW,MF",Celta Vigo,es  La Liga,37-222,1987.0,14.7,4,1,1,14,30,5,7,6,8,1,0,0,45,7,6,53.8
160,Yaser Asprilla,COL,"FW,MF",Girona,es  La Liga,21-112,2003.0,9.7,2,0,0,8,17,1,51,3,8,0,0,0,38,1,0,100.0
161,Lorenz Assignon,TOG,"DF,MF",Rennes,fr  Ligue 1,24-262,2000.0,18.2,6,0,0,37,20,4,52,19,17,0,1,0,74,28,16,63.6
162,Dehmaine Assoumani,FRA,"MF,FW",Nantes,fr  Ligue 1,19-328,2005.0,0.9,0,0,0,1,3,0,4,1,3,0,0,0,8,2,3,40.0
163,Valentin Atangana Edoa,FRA,MF,Reims,fr  Ligue 1,19-198,2005.0,22.7,6,0,0,38,35,4,15,30,39,0,0,0,92,28,20,58.3
164,Arthur Atta,FRA,"MF,FW",Udinese,it  Serie A,22-056,2003.0,5.7,2,0,0,8,7,0,11,1,6,0,0,0,21,9,9,50.0
165,Noah Atubolu,GER,GK,Freiburg,de  Bundesliga,22-290,2002.0,22.0,2,0,0,0,0,0,0,0,0,0,0,0,45,7,1,87.5
166,Emil Audero,ITA,GK,Como,it  Serie A,28-052,1997.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,66.7
167,Tommaso Augello,ITA,"DF,FW",Cagliari,it  Serie A,30-193,1994.0,21.2,2,0,0,9,9,2,160,15,19,0,0,0,99,32,19,62.7
168,Carlos Augusto,BRA,"DF,FW",Inter,it  Serie A,26-063,1999.0,10.5,0,0,0,7,4,3,17,4,10,0,0,0,33,39,19,67.2
169,Yann Aurel Bisseck,GER,DF,Inter,it  Serie A,24-102,2000.0,11.9,3,0,0,9,7,1,6,11,10,0,1,0,39,32,9,78.0
170,Brandon Austin,ENG,GK,Tottenham,eng  Premier League,26-062,1999.0,1.0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100.0
171,Ezequiel Ávila,ARG,FW,Betis,es  La Liga,31-033,1994.0,7.0,5,1,0,13,18,5,26,2,3,0,0,0,27,6,8,42.9
172,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,eng  Premier League,27-211,1997.0,3.0,0,0,0,7,7,1,1,0,2,0,0,0,15,8,25,24.2
173,Yasin Ayari,SWE,MF,Brighton,eng  Premier League,21-156,2003.0,15.9,3,0,0,27,19,3,54,16,22,0,0,0,93,7,15,31.8
174,Florian Ayé,FRA,FW,Auxerre,fr  Ligue 1,28-051,1997.0,4.5,0,0,0,7,5,2,2,4,2,0,0,0,12,11,25,30.6
175,André Ayew,GHA,FW,Le Havre,fr  Ligue 1,35-084,1989.0,11.1,2,0,0,9,23,4,5,2,8,0,0,0,17,22,47,31.9
176,Jordan Ayew,GHA,"FW,MF",Crystal Palace,eng  Premier League,33-181,1991.0,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
177,Jordan Ayew,GHA,"FW,MF",Leicester City,eng  Premier League,33-181,1991.0,14.4,5,0,0,27,43,4,45,12,12,0,0,0,80,32,53,37.6
178,Neil El Aynaoui,FRA,MF,Lens,fr  Ligue 1,23-252,2001.0,10.1,2,0,0,16,18,0,28,11,12,0,0,0,49,13,9,59.1
179,Ayman Azhil,MAR,MF,Dortmund,de  Bundesliga,23-335,2001.0,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,
180,Adam Aznou,MAR,"DF,MF",Valladolid,es  La Liga,18-282,2006.0,2.6,1,0,0,3,5,0,6,4,9,0,0,0,17,4,0,100.0
181,Adam Aznou,MAR,DF,Bayern Munich,de  Bundesliga,18-282,2006.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
182,César Azpilicueta,ESP,DF,Atlético Madrid,es  La Liga,35-195,1989.0,6.3,0,0,0,5,5,1,3,2,6,0,0,0,14,9,9,50.0
183,Paulo Azzi,BRA,DF,Cagliari,it  Serie A,30-239,1994.0,4.7,2,0,0,5,3,0,22,5,9,0,0,0,24,6,5,54.5
184,Oussama El Azzouzi,MAR,MF,Bologna,it  Serie A,23-286,2001.0,0.1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,
185,Papa Ba,ESP,MF,Girona,es  La Liga,20-180,2004.0,0.5,0,0,0,1,4,0,1,0,1,0,0,0,1,0,0,
186,Shavy Babicka,GAB,"MF,FW",Toulouse,fr  Ligue 1,24-283,2000.0,10.8,1,0,0,14,16,4,34,2,12,0,0,0,46,5,12,29.4
187,Jacopo Bacci,ITA,MF,Empoli,it  Serie A,19-265,2005.0,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
188,Aliou Badara Baldé,GUI,"MF,FW",Bochum,de  Bundesliga,22-089,2002.0,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0
189,Loïc Bade,FRA,DF,Sevilla,es  La Liga,24-334,2000.0,21.2,5,0,0,17,4,0,4,22,23,0,0,0,99,46,23,66.7
190,Milan Badelj,CRO,MF,Genoa,it  Serie A,36-014,1989.0,14.9,2,0,0,17,17,0,5,18,12,0,0,0,67,10,5,66.7
191,Benoît Badiashile,FRA,DF,Chelsea,eng  Premier League,23-350,2001.0,2.8,0,0,0,6,2,0,0,6,4,0,0,0,15,6,1,85.7
192,Alex Baena,ESP,"MF,FW",Villarreal,es  La Liga,23-234,2001.0,22.2,8,0,0,28,33,4,160,18,11,0,0,0,111,12,18,40.0
193,Juma Bah,SLE,DF,Valladolid,es  La Liga,18-334,2006.0,9.6,1,0,0,6,6,0,0,12,7,0,0,0,35,31,13,70.5
194,Juma Bah,SLE,DF,Lens,fr  Ligue 1,18-334,2006.0,1.2,1,0,0,1,1,0,0,2,2,0,0,0,6,2,0,100.0
195,Leon Bailey,JAM,"FW,MF",Aston Villa,eng  Premier League,27-214,1997.0,12.6,3,0,0,12,18,3,34,3,4,1,0,0,59,6,9,40.0
196,Eric Bailly,CIV,DF,Villarreal,es  La Liga,30-333,1994.0,6.4,2,0,0,6,1,0,0,6,3,0,1,0,17,11,7,61.1
197,Theo Bair,CAN,FW,Auxerre,fr  Ligue 1,25-196,1999.0,8.0,1,0,0,18,3,7,7,3,3,0,0,0,9,43,37,53.8
198,Stefan Bajcetic,ESP,"MF,DF",Las Palmas,es  La Liga,20-140,2004.0,4.5,1,0,0,9,5,0,1,8,6,0,1,0,21,7,7,50.0
199,Cédric Bakambu,COD,FW,Betis,es  La Liga,33-334,1991.0,5.9,4,0,0,18,5,9,2,0,2,0,0,0,15,10,22,31.3
200,Mitchel Bakker,NED,MF,Atalanta,it  Serie A,24-264,2000.0,0.2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,50.0
201,Mitchel Bakker,NED,"DF,FW",Lille,fr  Ligue 1,24-264,2000.0,8.5,2,1,0,14,4,2,56,10,13,0,0,0,31,3,8,27.3
202,Darryl Bakola,FRA,DF,Marseille,fr  Ligue 1,17-101,2007.0,0.1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,
203,Ridle Baku,GER,"FW,MF",Wolfsburg,de  Bundesliga,26-337,1998.0,13.0,2,0,0,13,10,1,37,15,15,0,0,0,68,5,16,23.8
204,Ridle Baku,GER,"DF,MF",RB Leipzig,de  Bundesliga,26-337,1998.0,7.9,0,0,0,6,9,1,23,2,10,0,0,0,24,5,9,35.7
205,Dilane Bakwa,FRA,"MF,DF",Strasbourg,fr  Ligue 1,22-197,2002.0,20.3,3,0,0,18,59,4,107,9,11,0,0,0,62,8,4,66.7
206,Tommaso Baldanzi,ITA,"MF,FW",Roma,it  Serie A,21-353,2003.0,6.7,1,0,0,4,13,0,6,4,4,0,0,0,41,1,3,25.0
207,Alejandro Balde,ESP,DF,Barcelona,es  La Liga,21-144,2003.0,19.9,1,0,0,11,33,0,56,5,7,0,0,0,89,12,8,60.0
208,Keita Baldé,SEN,"FW,MF",Monza,it  Serie A,30-003,1995.0,2.1,0,0,0,3,9,0,3,1,1,0,0,0,2,3,9,25.0
209,Carlos Baleba,CMR,MF,Brighton,eng  Premier League,21-067,2004.0,20.7,7,1,1,32,37,0,6,37,30,0,2,0,135,30,17,63.8
210,Leonardo Balerdi,ARG,DF,Marseille,fr  Ligue 1,26-044,1999.0,20.0,8,1,1,22,16,0,0,30,27,0,0,1,134,32,16,66.7
211,Iván Balliu,ALB,DF,Rayo Vallecano,es  La Liga,33-069,1992.0,8.7,2,0,0,13,5,0,13,7,8,0,0,0,27,9,19,32.1
212,Fodé Ballo-Touré,SEN,DF,Le Havre,fr  Ligue 1,28-067,1997.0,2.3,0,0,0,1,5,0,14,1,2,0,0,0,11,3,3,50.0
213,Botond Balogh,HUN,DF,Parma,it  Serie A,22-278,2002.0,19.8,4,0,0,15,6,0,1,22,9,0,2,0,55,30,24,55.6
214,Folarin Balogun,USA,FW,Monaco,fr  Ligue 1,23-251,2001.0,5.2,0,0,0,4,6,4,3,0,0,0,0,0,7,1,11,8.3
215,Mario Balotelli,ITA,"FW,MF",Genoa,it  Serie A,34-211,1990.0,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50.0
216,Abdoulaye Bamba,CIV,DF,Angers,fr  Ligue 1,34-320,1990.0,10.8,2,0,0,9,4,0,4,12,7,0,0,0,28,10,8,55.6
217,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,es  La Liga,28-350,1996.0,9.0,1,0,0,7,17,4,25,5,7,0,0,0,52,5,10,33.3
218,Mohamed Bamba,CIV,MF,Reims,fr  Ligue 1,20-154,2004.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
219,Samuel Bamba,GER,"FW,DF",Bochum,de  Bundesliga,21-026,2004.0,0.2,0,0,0,0,1,1,4,0,0,0,0,0,2,1,2,33.3
220,Lameck Banda,ZAM,"FW,MF",Lecce,it  Serie A,24-041,2001.0,5.7,1,0,0,9,18,2,21,2,4,0,0,0,21,2,11,15.4
221,Daniel Bandeira,POR,MF,Hellas Verona,it  Serie A,24-334,2000.0,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0
222,Mattia Bani,ITA,DF,Genoa,it  Serie A,31-091,1993.0,14.8,3,0,0,5,8,1,4,19,9,0,0,0,50,21,21,50.0
223,Noahkai Banks,USA,DF,Augsburg,de  Bundesliga,18-100,2006.0,3.0,2,0,0,2,1,0,2,5,5,0,0,1,12,8,8,50.0
224,Scott Banks,SCO,"FW,MF",St. Pauli,de  Bundesliga,23-166,2001.0,1.1,1,0,0,2,4,0,4,2,1,0,0,0,4,1,5,16.7
225,Adrian Baquerin,ESP,FW,Valladolid,es  La Liga,18-007,2007.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
226,Antonín Barák,CZE,MF,Fiorentina,it  Serie A,30-098,1994.0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0
227,Federico Barba,ITA,DF,Como,it  Serie A,31-191,1993.0,4.8,0,0,0,3,1,0,3,4,2,0,0,0,19,5,8,38.5
228,Valentín Barco,ARG,"DF,FW",Sevilla,es  La Liga,20-231,2004.0,3.2,0,0,0,7,5,0,24,2,9,0,0,0,16,0,2,0.0
229,Valentín Barco,ARG,"DF,MF",Strasbourg,fr  Ligue 1,20-231,2004.0,4.3,2,0,0,5,10,0,15,3,5,0,0,0,28,2,2,50.0
230,Bradley Barcola,FRA,FW,Paris S-G,fr  Ligue 1,22-190,2002.0,18.7,2,0,0,24,18,6,19,11,13,0,0,0,45,10,7,58.8
231,Melvin Bard,FRA,"DF,MF",Nice,fr  Ligue 1,24-125,2000.0,14.6,4,1,1,11,13,1,38,18,27,0,0,0,85,15,12,55.6
232,Nicolò Barella,ITA,MF,Inter,it  Serie A,28-032,1997.0,21.4,3,0,0,20,26,3,55,10,21,0,0,0,131,19,22,46.3
233,Gabriel Bares,SUI,"MF,DF",Montpellier,fr  Ligue 1,24-194,2000.0,0.6,0,0,0,0,1,0,1,1,2,0,0,0,1,0,1,0.0
234,Borna Barišić,CRO,DF,Leganés,es  La Liga,32-121,1992.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,Kike Barja,ESP,"FW,MF",Osasuna,es  La Liga,27-344,1997.0,2.7,2,0,0,8,4,0,25,3,3,0,0,0,7,4,2,66.7
236,Ross Barkley,ENG,MF,Aston Villa,eng  Premier League,31-096,1993.0,6.2,3,0,0,8,3,0,1,9,3,0,0,0,40,6,4,60.0
237,Aymen Barkok,MAR,MF,Mainz 05,de  Bundesliga,26-294,1998.0,0.8,0,0,0,2,1,0,5,2,1,0,0,0,4,2,5,28.6
238,Harvey Barnes,ENG,FW,Newcastle Utd,eng  Premier League,27-092,1997.0,10.0,0,0,0,8,12,2,25,5,6,0,0,0,31,5,10,33.3
239,Enzo Barrenechea,ARG,MF,Valencia,es  La Liga,23-293,2001.0,15.5,5,0,0,16,21,0,2,17,23,1,0,0,77,26,18,59.1
240,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,es  La Liga,23-074,2001.0,10.1,4,0,0,23,9,1,36,9,13,0,1,0,66,7,9,43.8
241,Pablo Barrios,ESP,MF,Atlético Madrid,es  La Liga,21-269,2003.0,17.8,4,1,0,22,18,0,20,23,19,0,0,0,92,24,13,64.9
242,Thierno Barry,FRA,FW,Villarreal,es  La Liga,22-141,2002.0,17.5,3,0,0,30,34,16,3,0,7,1,0,0,26,71,36,66.4
243,Davide Bartesaghi,ITA,DF,Milan,it  Serie A,19-072,2005.0,0.6,0,1,0,1,0,1,5,1,1,0,0,0,1,1,0,100.0
244,Marc Bartra,ESP,DF,Betis,es  La Liga,34-055,1991.0,14.3,1,0,0,10,10,1,0,24,13,0,1,0,60,31,28,52.5
245,Federico Baschirotto,ITA,DF,Lecce,it  Serie A,28-172,1996.0,28.0,2,0,0,26,6,0,2,19,18,0,3,0,71,64,41,61.0
246,Daniele Baselli,ITA,MF,Como,it  Serie A,32-364,1992.0,0.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0
247,Calvin Bassey,NGA,DF,Fulham,eng  Premier League,25-070,1999.0,26.2,5,0,0,16,27,2,4,15,24,0,0,0,130,32,27,54.2
248,Aboubacar Bassinga,CIV,MF,Las Palmas,es  La Liga,19-241,2005.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
249,Alessandro Bastoni,ITA,DF,Inter,it  Serie A,25-332,1999.0,22.4,3,0,0,34,32,1,56,21,17,0,0,0,76,37,22,62.7
250,Augusto Batalla,ARG,GK,Rayo Vallecano,es  La Liga,28-315,1996.0,22.0,3,0,0,0,3,0,0,0,1,0,0,0,34,3,0,100.0
251,Michy Batshuayi,BEL,"FW,DF",Eint Frankfurt,de  Bundesliga,31-160,1993.0,1.7,1,0,0,1,2,3,1,1,0,0,0,0,7,1,6,14.3
